登番,選手名,級別,支部,年齢,期,全国勝率,出走(13か月),攻め,ST,型,メモ,攻め手5,カド消し,まくり屋,壁(2号艇),差し巧者,まくり系ゼロ,4走,4まくり系1着率,5走,5まくり系1着率,6走,6まくり系1着率,4まくり力,1着数,逃げ,差し,まくり,まくり差し,抜き,恵まれ,平均ST,F本数,L本数,F前ST,F後ST,F後ST変化,F後の走数,F慣れ候補
4283,石井裕美,B1,東京,42,94,3.82,177,,,,,,,,,,,34,5.9,32,0.0,27,0.0,0.4,10,4,1,2,2,1,0,0.18,1,0,0.18,0.13,-0.04,3,
3024,西島義則,A1,広島,64,49,6.76,177,,,,,,,,壁弱●,,,1,0.0,1,0.0,1,0.0,,67,40,12,11,0,4,0,0.17,3,0,0.15,0.18,+0.03,105,
5069,山崎小葉,B1,群馬,25,123,5.01,177,,,,,,,,,,,29,6.9,38,0.0,21,0.0,0.3,20,8,3,6,0,3,0,0.16,1,0,0.16,0.23,+0.07,1,
5320,岩崎麗子,B1,群馬,25,133,3.41,177,,,,,,,,,,,38,5.3,33,0.0,28,0.0,2.2,7,2,0,4,1,0,0,0.17,1,0,0.17,0.17,+0.00,19,候補
3471,赤峰和也,B1,佐賀,56,66,3.80,177,,,,,,,,,,,36,0.0,36,0.0,24,0.0,-3.0,10,5,2,2,1,0,0,0.18,0,0,0.18,,,0,
5268,山本幸也,B1,福岡,25,131,3.87,177,,,,,○,,,,,,28,0.0,28,7.1,63,0.0,-2.0,5,2,1,1,0,1,0,0.20,1,0,0.21,0.19,-0.02,70,候補
5104,山田丈,A2,福岡,27,125,5.80,177,,,,,,,,,,,37,13.5,36,2.8,25,4.0,3.1,46,21,13,3,6,3,0,0.16,1,0,0.16,0.17,+0.02,18,
4186,小川時光,B1,埼玉,45,91,3.74,177,,,,,,,,,,,37,5.4,36,0.0,25,0.0,1.6,7,5,0,1,1,0,0,0.16,0,0,0.16,,,0,
4417,服部剛,B1,静岡,39,99,5.27,177,,,,,,○,,,,,33,0.0,41,2.4,24,0.0,-4.4,18,10,4,1,1,2,0,0.20,0,0,0.20,,,0,
4358,松本庸平,B1,三重,42,97,4.15,177,,,,,,,,,,,34,0.0,39,2.6,24,0.0,-3.0,14,7,1,3,2,0,1,0.22,1,0,0.22,0.22,-0.00,34,候補
3859,多羅尾達,B1,東京,53,79,3.99,177,,,,,○,,,,,,35,0.0,32,9.4,32,0.0,-3.7,14,7,0,3,2,2,0,0.15,0,0,0.15,,,0,
4201,佐竹友樹,B1,埼玉,44,91,4.33,176,,,,,,,,,,,34,5.9,39,0.0,32,0.0,1.1,15,7,2,2,1,3,0,0.16,1,0,0.16,0.20,+0.04,15,
5008,羽野諒,B1,福岡,29,121,4.67,176,,,,,,,,,,,38,7.9,32,0.0,28,0.0,1.8,13,7,1,2,1,2,0,0.14,0,0,0.14,,,0,
4103,山崎善庸,B1,埼玉,47,88,3.74,176,,,,,,,,,,○,35,0.0,31,0.0,32,0.0,-1.9,6,5,1,0,0,0,0,0.22,0,0,0.22,,,0,
4648,木村亮太,B1,兵庫,42,108,5.52,176,,,,,,,,,,,32,3.1,36,0.0,28,3.6,-2.2,24,11,7,3,2,0,1,0.15,1,0,0.14,0.18,+0.04,49,
4296,岡崎恭裕,A2,福岡,39,94,6.37,176,,,,,○,○,,,,,31,3.2,38,7.9,23,0.0,-5.1,45,24,4,2,7,8,0,0.14,0,0,0.14,,,0,
5244,黒田剛,B1,福岡,26,130,3.90,176,,,,,,,,,,,36,0.0,32,0.0,26,0.0,-2.0,12,8,3,1,0,0,0,0.16,1,0,0.15,0.17,+0.02,56,
5086,本村大,B1,長崎,27,124,3.90,176,,,,,,,,,,,31,9.7,45,2.2,25,0.0,4.7,17,11,1,4,1,0,0,0.20,1,0,0.20,0.15,-0.05,21,候補
4803,飯田庄吾,B1,福岡,32,113,3.71,176,,,,,,,,,,,30,3.3,38,0.0,29,0.0,0.4,10,6,2,2,0,0,0,0.19,1,0,0.19,,,0,
3442,宮武英司,B1,香川,57,65,3.97,176,,,,,,,,,,,39,7.7,40,2.5,29,0.0,1.7,11,7,0,2,2,0,0,0.16,1,0,0.16,0.16,+0.00,45,候補
4632,長尾京志,B1,福岡,37,107,4.84,176,,,,,,,,,,,32,3.1,33,0.0,28,0.0,-2.2,12,8,1,0,3,0,0,0.18,0,0,0.18,,,0,
4984,森下愛梨,B1,静岡,29,120,4.80,176,,,,,,,,,,,29,6.9,23,0.0,46,0.0,0.3,17,9,1,4,0,3,0,0.20,2,0,0.20,0.22,+0.02,46,
5190,大月遊雅,B1,東京,25,128,4.01,176,,,,,○,,,,,,33,12.1,40,7.5,35,2.9,4.7,19,7,2,6,4,0,0,0.17,1,0,0.17,0.26,+0.08,4,
3411,池上隆行,B1,広島,56,64,3.71,176,,,,,,,,,,○,38,0.0,44,0.0,20,0.0,-2.2,7,5,2,0,0,0,0,0.16,1,0,0.16,0.20,+0.04,20,
3808,秋田健太,B1,埼玉,51,77,4.34,176,,,,,,,,,,,31,3.2,40,2.5,26,0.0,0.3,13,8,1,1,2,1,0,0.17,0,0,0.17,,,0,
4708,半田尚也,B1,広島,37,110,4.11,175,,,,,,,,,,,36,2.8,42,0.0,23,0.0,-1.1,9,7,1,1,0,0,0,0.18,1,0,0.18,0.20,+0.02,51,
4047,吉永浩則,B1,大阪,46,85,3.56,175,,,,,,,,,,,34,2.9,33,0.0,30,0.0,-0.9,19,15,2,0,2,0,0,0.18,1,0,0.18,0.19,+0.01,51,
5120,山本稔太,B1,愛知,25,125,4.63,175,,,,,,○,,,,,33,0.0,28,0.0,24,0.0,-4.5,23,18,3,1,1,0,0,0.16,2,0,0.15,0.17,+0.01,18,
3577,向所浩二,B1,兵庫,53,70,4.34,175,,,,,,,○,,,,30,23.3,33,3.0,37,5.4,12.7,22,7,3,7,3,1,1,0.16,1,0,0.16,0.17,+0.01,21,
3528,笠野友紀,B1,愛知,55,68,4.13,175,,,,,,,,,,,36,2.8,31,3.2,24,0.0,0.0,13,5,2,4,1,1,0,0.20,0,0,0.20,,,0,
3715,倉尾大介,A2,福岡,51,74,5.62,175,,,,,,○,,,,,38,0.0,30,0.0,27,0.0,-6.6,15,8,4,1,0,2,0,0.16,1,0,0.16,0.16,-0.01,21,候補
5053,山口広樹,B1,福岡,30,123,3.80,175,,,,,,,,,,,35,2.9,34,0.0,40,0.0,-1.0,17,11,0,2,1,2,1,0.18,2,0,0.16,0.20,+0.03,91,
5288,尾道佳諭,B1,埼玉,26,132,4.15,175,,,,,,,,,,,35,5.7,38,2.6,32,3.1,2.1,15,5,3,0,6,1,0,0.15,2,0,0.13,0.18,+0.04,52,
4299,中島浩哉,B1,長崎,43,95,4.38,175,,,,,,,,,,,35,0.0,38,0.0,24,0.0,-3.7,10,6,2,0,1,1,0,0.15,0,0,0.15,,,0,
4880,澤崎雄哉,B1,東京,31,116,5.39,174,,,,,,,,,,,38,7.9,39,0.0,31,0.0,-0.9,16,6,2,3,5,0,0,0.16,1,0,0.16,0.19,+0.03,15,
5198,奥村明日,B1,福岡,24,128,5.54,174,,,,,○,,,,,,37,5.4,36,5.6,24,0.0,-0.7,25,9,6,8,2,0,0,0.20,0,0,0.20,,,0,
4508,野間大樹,A2,大阪,37,102,4.89,174,,,,,○,,,,,,38,5.3,32,9.4,31,3.2,-2.8,23,11,4,4,2,2,0,0.18,2,0,0.18,0.19,+0.01,65,
5124,上瀧絢也,B1,佐賀,30,126,4.35,174,,,,,,,,,,,32,6.2,39,2.6,21,0.0,0.6,12,6,0,2,4,0,0,0.17,0,0,0.17,,,0,
5152,丸山祐也,B1,福岡,31,127,3.07,174,,,,,,,,,,,35,0.0,31,0.0,24,0.0,-2.2,5,2,2,1,0,0,0,0.22,0,0,0.22,,,0,
5369,岡崎凪汰,B1,長崎,24,135,3.23,174,,,,,,,,,,,32,3.1,29,0.0,48,0.0,0.7,8,2,1,3,2,0,0,0.17,1,0,0.17,0.15,-0.02,14,候補
5083,柳瀬幹太,B1,山口,27,124,4.42,174,,,,,,,,,,,32,9.4,32,3.1,34,5.9,2.7,21,10,3,3,4,1,0,0.17,2,0,0.15,0.18,+0.03,92,
5133,堀越雄貴,B1,東京,27,126,6.01,174,,,,,○,,,,,,34,8.8,36,11.1,30,0.0,1.6,28,10,4,9,4,1,0,0.20,2,0,0.17,0.21,+0.04,120,
5331,佐藤永梧,B1,東京,22,133,5.24,174,,,,,○,,,,,,31,16.1,30,6.7,36,2.8,7.3,25,10,6,5,2,1,1,0.14,1,0,0.14,,,0,
4618,乃村康友,B1,三重,43,107,5.06,174,,,,,,,,,,,32,9.4,40,0.0,31,3.2,2.0,20,8,5,3,3,1,0,0.17,2,0,0.17,0.19,+0.02,51,
3467,森弘行,B1,東京,57,66,4.45,174,,,,,,,,,,,37,0.0,32,0.0,28,7.1,-3.1,10,5,1,1,1,2,0,0.19,0,0,0.19,,,0,
5262,鈴木章司,B1,愛知,28,131,4.03,173,,,,,,,,,,,30,3.3,40,2.5,25,0.0,-1.3,10,1,2,2,2,3,0,0.19,2,0,0.19,0.20,+0.02,49,
4952,吉武真也,B1,福岡,32,119,4.21,173,,,,,,,,,,,35,0.0,37,0.0,26,0.0,-3.0,15,10,0,0,1,2,2,0.18,1,0,0.18,0.27,+0.09,3,
3156,金子良昭,B1,静岡,61,54,4.11,173,,,,,,,,,,,34,0.0,13,0.0,17,0.0,-1.9,8,4,1,2,1,0,0,0.17,2,0,0.17,0.26,+0.09,6,
3652,森下勇,B1,群馬,53,72,3.61,173,,,,,,,,,,,37,8.1,36,0.0,21,0.0,3.5,11,9,0,1,1,0,0,0.18,0,0,0.18,,,0,
4177,萬正嗣,B1,群馬,43,90,4.42,173,,,,,,,,,,,31,12.9,30,0.0,35,0.0,5.1,25,15,1,3,2,2,2,0.17,0,0,0.17,,,0,
5377,鳥居塚嶺,B1,群馬,22,135,4.97,173,,,,,,,,,,,43,11.6,51,3.9,67,1.5,5.4,17,5,2,6,3,1,0,0.16,2,0,0.15,0.18,+0.04,78,
4885,大山千広,A2,福岡,30,116,7.17,173,,,,,,,○,,,,25,20.0,26,3.8,18,0.0,4.4,41,25,1,8,4,3,0,0.14,2,0,0.14,0.15,+0.01,14,
4059,入澤友治,A2,東京,47,86,4.91,173,,,,,○,,,,,,38,13.2,35,11.4,33,3.0,4.8,29,12,5,5,4,3,0,0.16,2,0,0.16,0.18,+0.02,26,
5230,石原凪紗,B1,愛知,23,129,4.70,173,,,,,,,,,,,31,6.5,35,2.9,36,0.0,0.8,22,12,3,3,2,2,0,0.19,0,0,0.19,,,0,
5296,永田楽,B1,愛知,24,132,3.97,172,,,,,○,,,,,,30,0.0,42,7.1,35,0.0,-1.8,18,5,5,6,2,0,0,0.20,0,0,0.20,,,0,
4462,夏山亮平,B1,大阪,40,101,4.66,172,,,,,○,,,,,,37,5.4,39,7.7,26,0.0,-0.8,26,13,4,3,3,3,0,0.15,0,0,0.15,,,0,
5314,中曽瑠華,B1,東京,25,133,3.11,172,,,,,,,,,,,41,0.0,37,0.0,37,0.0,-1.6,6,4,1,0,1,0,0,0.18,0,0,0.18,,,0,
4229,市川美宏,B1,静岡,43,92,4.24,172,,,,,,,,,,○,27,0.0,36,0.0,25,0.0,-2.8,11,8,2,0,0,1,0,0.19,0,0,0.19,,,0,
4813,宮内直哉,B1,東京,36,114,4.08,172,,,,,,,,,,,35,11.4,34,0.0,30,0.0,6.1,13,5,0,5,0,1,2,0.19,1,0,0.18,0.21,+0.03,45,
5090,生方靖亜,B1,群馬,25,124,5.31,172,,,,,○,,,,,,33,12.1,33,12.1,37,0.0,2.0,37,12,5,11,5,3,1,0.16,2,0,0.15,0.18,+0.02,30,
5020,宮村勇哉,B1,三重,34,122,5.05,172,,,,,,,,,,,38,13.2,29,0.0,39,0.0,5.6,20,9,3,5,1,2,0,0.17,1,1,0.17,0.18,+0.01,68,
4097,貫地谷直,B1,広島,44,87,3.49,172,,,,,,,,,,○,31,0.0,43,0.0,27,0.0,-1.9,3,1,0,0,0,1,1,0.21,0,0,0.21,,,0,
4636,赤池修平,B1,徳島,36,107,3.65,172,,,,,,,,,,,29,13.8,37,0.0,30,3.3,7.3,15,6,0,8,1,0,0,0.19,0,0,0.19,,,0,
3519,冨田秀幸,B1,愛知,58,68,3.91,172,,,,,,,,,,,36,5.6,35,2.9,33,0.0,0.9,11,5,1,1,3,0,1,0.18,1,0,0.16,0.22,+0.06,46,慎重型
4775,千葉真弥,A2,静岡,32,112,6.22,172,,,,,○,,,,,,33,9.1,29,6.9,29,0.0,-0.1,39,23,1,10,1,4,0,0.15,0,0,0.15,,,0,
4473,藤堂里香,B1,福井,39,101,5.06,171,,,,,,,,,,,35,8.6,30,0.0,36,0.0,-0.4,23,13,2,4,1,3,0,0.17,3,0,0.16,0.19,+0.03,81,
5374,木山大聖,B1,岡山,23,135,3.25,171,,,,,,,,,,,54,0.0,56,1.8,74,0.0,-1.7,2,0,1,0,1,0,0,0.14,3,0,0.13,0.19,+0.06,33,慎重型
5310,土屋蘭,B1,岡山,21,132,4.62,171,,,,,,,,,,,26,3.8,36,0.0,38,0.0,-0.9,10,6,0,1,3,0,0,0.18,2,0,0.17,0.24,+0.07,27,慎重型
4022,待鳥雄紀,B1,福岡,46,84,4.86,171,,,,,,,,,,,40,2.5,33,0.0,23,0.0,-1.3,18,10,3,5,0,0,0,0.15,1,0,0.15,0.32,+0.17,2,
3637,齋藤和政,B1,愛知,55,72,3.62,171,,,,,,,,,,,32,6.2,36,0.0,30,0.0,1.3,10,6,1,1,1,1,0,0.18,0,0,0.18,,,0,
3377,塚田修二,B1,東京,58,63,4.43,171,,,,,,,,,,,31,6.5,39,2.6,26,3.8,2.5,10,1,3,5,1,0,0,0.21,0,0,0.21,,,0,
4525,真子奈津,B1,福岡,38,103,4.69,171,,,,,,,,,,,36,2.8,34,2.9,20,0.0,-1.8,18,12,0,4,1,1,0,0.14,1,0,0.14,0.16,+0.02,20,
4969,町田洸希,B1,長崎,35,120,4.60,171,,,,,,,,,,,30,6.7,40,0.0,24,0.0,0.2,16,14,1,1,0,0,0,0.18,0,0,0.18,,,0,
3935,岩津徹郎,B1,岡山,49,81,5.57,171,,,,,,,,,,,30,6.7,31,0.0,39,0.0,0.1,17,9,3,2,1,2,0,0.16,0,0,0.16,,,0,
5046,松山裕基,B1,大阪,32,123,3.85,171,,,,,,,,,,,35,0.0,43,4.7,29,0.0,-3.0,13,8,2,0,2,1,0,0.18,2,0,0.17,0.19,+0.02,49,
4569,中澤宏奈,B1,東京,38,105,4.94,171,,,,,,,,,,,26,11.5,28,0.0,34,0.0,3.2,23,9,6,6,2,0,0,0.17,1,0,0.16,0.20,+0.04,11,
3458,東健介,B1,岡山,59,66,3.54,170,,,,,,,,,,,32,0.0,33,0.0,28,0.0,-1.9,16,7,3,3,3,0,0,0.16,1,0,0.16,0.16,-0.00,61,候補
4301,関裕也,B1,福岡,43,95,4.38,170,,,,,○,,,,,,43,4.7,39,5.1,9,0.0,-1.3,14,9,2,1,1,1,0,0.18,1,0,0.16,0.20,+0.04,68,
3642,大塚浩二,B1,静岡,55,72,4.39,170,,,,,,,,,,,35,2.9,37,2.7,22,4.5,0.1,13,6,2,4,1,0,0,0.19,1,0,0.18,0.20,+0.02,58,
5382,山下心一,B1,福岡,21,135,1.90,170,,,,,,,,,,,43,2.3,50,2.0,76,0.0,0.6,1,0,0,0,1,0,0,0.18,1,0,0.18,0.18,+0.01,45,
4499,滝川真由,B1,長崎,38,102,5.00,170,,,,,,,,,,,28,7.1,37,0.0,25,4.0,-1.3,25,10,5,2,5,2,1,0.19,2,0,0.17,0.20,+0.02,90,
3232,山川美由,A2,香川,59,57,5.83,170,,,,,,,,,,,28,10.7,33,3.0,28,0.0,1.0,32,20,8,2,1,1,0,0.16,0,0,0.16,,,0,
5356,長谷川暖,B1,岡山,21,134,4.58,170,,,,,○,,,,,,29,6.9,37,5.4,43,2.3,0.3,24,10,3,4,6,1,0,0.16,2,0,0.13,0.19,+0.07,83,慎重型
4106,坂井康嗣,B1,佐賀,46,88,4.19,170,,,,,,,,,,,38,5.3,34,2.9,18,0.0,1.8,7,3,1,2,1,0,0,0.19,0,0,0.19,,,0,
3701,大西隆洋,B1,香川,53,74,4.18,170,,,,,○,,,,,,40,5.0,37,5.4,26,0.0,1.6,9,4,1,2,1,1,0,0.16,2,0,0.16,0.17,+0.01,52,
4325,新出浩司,B1,大阪,43,96,4.53,170,,,,,,,,,,,29,0.0,34,2.9,31,0.0,-3.5,11,8,1,2,0,0,0,0.16,1,0,0.14,0.19,+0.05,63,慎重型
4626,伊藤紘章,B1,愛知,40,107,4.19,170,,,,,○,○,,,,,35,0.0,32,9.4,29,0.0,-4.5,21,7,4,1,4,5,0,0.21,0,0,0.21,,,0,
5383,中村楓,B1,三重,21,135,2.42,170,,,,,,,,,,,36,0.0,51,3.9,100,0.0,-0.6,2,0,0,0,2,0,0,0.17,0,0,0.17,,,0,
3866,木山誠一,B1,岡山,51,79,4.44,170,,,,,,,,,,,31,6.5,35,0.0,29,0.0,0.8,14,7,2,2,2,1,0,0.14,2,0,0.13,0.17,+0.03,36,
3370,坪内実,B1,大阪,59,63,3.58,169,,,,,,,,,,,30,0.0,38,0.0,24,0.0,-1.8,12,8,2,2,0,0,0,0.19,1,0,0.18,0.19,+0.01,50,
4414,大澤真菜,B1,東京,39,99,3.90,169,,,,,,,,,,,32,6.2,29,0.0,22,4.5,1.3,17,7,1,5,2,2,0,0.18,0,0,0.18,,,0,
3583,齋藤智裕,B1,埼玉,53,70,3.54,169,,,,,,,,,,,35,2.9,31,3.2,32,0.0,-0.2,6,3,0,1,2,0,0,0.19,0,0,0.19,,,0,
4943,八木治樹,B1,愛知,35,119,4.48,169,,,,,,,,,,,32,6.2,34,2.9,26,0.0,1.3,19,10,4,2,2,1,0,0.15,0,0,0.15,,,0,
4778,堤啓輔,B1,佐賀,40,113,5.05,169,,,,,○,○,,,,,31,0.0,27,7.4,27,3.7,-4.4,29,14,5,3,4,3,0,0.17,2,0,0.16,0.19,+0.03,24,
5207,高山敬悟,B1,福岡,29,129,5.12,169,,,,,○,,,,,,29,6.9,38,7.9,31,3.2,0.3,28,13,1,8,5,1,0,0.16,1,0,0.16,0.19,+0.03,26,
4651,佐藤大騎,B1,大阪,41,108,3.28,169,,,,,○,,,,,,36,2.8,40,5.0,30,0.0,0.0,13,6,2,1,3,1,0,0.17,2,0,0.17,0.18,+0.01,20,
5315,浅井翼,B2,埼玉,25,133,2.65,169,,,,,,,,,,,30,6.7,33,0.0,41,2.4,3.0,8,3,0,3,2,0,0,0.20,2,0,0.18,0.26,+0.08,31,慎重型
5022,伊藤尚汰,B1,福岡,31,122,4.38,169,,,,,,,,,,,32,3.1,48,2.1,24,0.0,-0.8,14,4,5,2,1,2,0,0.17,1,0,0.17,0.18,+0.02,67,
4558,宮野仁,B1,岡山,36,104,4.11,169,,,,,,,,,,,35,0.0,38,2.6,31,0.0,-3.0,14,9,1,1,1,2,0,0.20,2,0,0.19,0.23,+0.04,36,
4746,大豆生蒼,B1,埼玉,31,111,5.67,169,,,,,,○,,,,,32,0.0,25,0.0,31,3.2,-6.3,28,17,5,1,2,1,2,0.19,2,0,0.17,0.21,+0.04,64,
5388,佐野優都,B1,徳島,19,135,3.22,169,,,,,○,,,,,,43,9.3,33,9.1,106,1.9,3.7,10,0,1,4,4,0,1,0.16,3,0,0.14,0.21,+0.07,54,慎重型
3699,富永正人,B1,埼玉,53,74,4.24,168,,,,,,,,,,,36,11.1,22,0.0,35,0.0,4.8,12,3,3,6,0,0,0,0.19,1,0,0.19,0.21,+0.03,20,
5274,城間盛渚,B1,福岡,24,131,5.54,168,,,,,,,,,,,32,6.2,33,3.0,31,0.0,-0.2,34,17,4,4,5,4,0,0.18,0,1,0.18,0.19,+0.01,41,
3949,今出晋二,B1,岡山,50,82,3.83,168,,,,,,,,,,,33,0.0,40,0.0,30,0.0,-1.9,4,1,1,2,0,0,0,0.17,2,0,0.17,0.17,-0.00,72,候補
3745,橋本年光,B1,兵庫,51,75,5.35,168,,,,,,,,,,,26,3.8,33,3.0,23,0.0,-3.4,17,9,4,2,1,1,0,0.17,1,0,0.17,0.13,-0.04,1,
4332,村上彰一,B1,福岡,42,96,4.26,167,,,,,,,,,,,34,0.0,29,3.4,31,3.2,-3.7,12,6,2,1,1,2,0,0.19,1,0,0.19,0.22,+0.04,36,
5041,荒牧凪沙,B1,福岡,27,122,4.88,167,,,,,○,,○,,,,29,24.1,31,6.5,38,0.0,11.6,29,10,1,14,2,2,0,0.18,2,0,0.16,0.20,+0.04,103,
5335,森陽多,B1,長崎,21,133,3.10,167,,,,,,,,,,,30,0.0,32,3.1,49,0.0,-1.4,5,3,1,0,1,0,0,0.18,1,0,0.17,0.25,+0.08,14,慎重型
4733,赤井睦,B1,徳島,37,111,5.42,167,,,,,,,,,,,38,13.2,25,0.0,35,0.0,4.8,21,11,2,6,0,2,0,0.15,1,0,0.15,0.13,-0.02,18,候補
3551,藤田美代,B1,福岡,54,69,3.85,167,,,,,,,,,,,35,0.0,34,2.9,21,0.0,-2.2,10,3,2,0,1,2,2,0.18,0,0,0.18,,,0,
4457,神田達也,B1,愛知,40,101,4.26,167,,,,,○,,,,,,38,2.6,30,6.7,34,0.0,-2.7,15,8,1,0,5,1,0,0.16,1,0,0.16,0.17,+0.01,36,
3543,福田雅一,B1,香川,57,69,4.80,167,,,,,,,,,,,33,9.1,36,2.8,23,0.0,1.8,22,11,2,4,3,2,0,0.16,1,0,0.16,0.17,+0.01,1,
3518,倉田郁美,B1,静岡,58,68,4.14,167,,,,,,,,,,,29,3.4,31,0.0,26,0.0,-1.2,9,2,2,2,2,1,0,0.19,0,0,0.19,,,0,
3523,寳田亮治,B1,福岡,57,68,4.42,167,,,,,,,,,,,31,0.0,32,0.0,36,0.0,-3.6,8,4,0,1,0,3,0,0.19,0,0,0.19,,,0,
5406,小畑楓夏,B2,山口,21,136,1.52,167,,,,,,,,,,○,7,0.0,22,0.0,156,0.0,,0,0,0,0,0,0,0,0.18,1,0,0.18,0.18,-0.01,18,候補
5400,高村諒,B2,滋賀,24,136,2.33,167,,,,,,,,,,,26,0.0,27,0.0,109,0.9,-0.5,2,1,0,0,1,0,0,0.17,0,0,0.17,,,0,
5384,八戸琉楓,B2,長崎,21,135,1.68,166,,,,,,,,,,,29,0.0,34,2.9,107,1.9,-0.5,3,0,0,1,2,0,0,0.22,1,0,0.21,0.22,+0.01,60,
5381,有山望,B1,大阪,21,135,4.11,166,,,,,,,,,,,39,5.1,48,2.1,58,0.0,2.2,6,3,0,2,0,0,1,0.17,2,0,0.17,0.17,+0.00,102,候補
5405,竹内来,B1,愛知,22,136,2.54,166,,,,,,,,,,,30,6.7,49,2.0,95,0.0,3.5,3,0,0,2,1,0,0,0.18,1,0,0.18,0.27,+0.09,10,慎重型
5342,原村百那,B2,山口,24,134,2.64,166,,,,,,,,,,,48,0.0,43,0.0,59,0.0,-1.1,2,1,0,1,0,0,0,0.17,1,0,0.17,0.20,+0.03,10,
5014,梶山涼斗,B1,佐賀,28,121,4.34,165,,,,,○,,,,,,35,11.4,36,8.3,28,0.0,3.5,19,8,4,4,3,0,0,0.14,1,0,0.13,0.18,+0.04,21,
3589,西村勝,B1,埼玉,52,70,4.31,165,,,,,,,,,,,30,3.3,33,3.0,27,3.7,-1.3,17,11,3,3,0,0,0,0.16,1,0,0.16,0.18,+0.02,31,
3945,橋口真樹,B1,愛知,50,82,4.48,165,,,,,,,,,,,32,6.2,36,0.0,25,4.0,1.3,11,4,1,4,1,0,1,0.20,0,0,0.20,,,0,
5101,表健太,B1,福岡,29,125,3.13,165,,,,,,,,,,,40,2.5,34,0.0,22,0.0,-0.5,4,2,1,1,0,0,0,0.19,2,0,0.19,0.35,+0.17,3,
5323,香川陽太,B2,滋賀,23,133,4.86,165,,,,,○,,,,,,26,7.7,26,7.7,39,0.0,1.5,15,9,1,2,2,1,0,0.17,1,0,0.17,0.43,+0.26,1,
4675,井手良太,A2,大阪,38,109,5.75,165,,,,,○,,,,,,27,18.5,36,8.3,31,6.5,6.0,29,13,4,5,7,0,0,0.13,1,0,0.13,0.17,+0.04,3,
5328,井上慧人,B1,福岡,22,133,4.10,165,,,,,,,,,,,36,5.6,35,0.0,29,0.0,0.9,10,5,1,2,2,0,0,0.17,1,0,0.16,0.20,+0.04,67,
5295,田上凜,B1,大阪,24,132,4.47,165,,,,,○,,○,,,,31,22.6,33,6.1,58,8.6,12.3,23,6,1,13,3,0,0,0.18,2,0,0.17,0.20,+0.02,30,
4007,榮田将彦,B1,山口,47,84,4.62,165,,,,,,,,,,,30,3.3,33,0.0,34,0.0,-2.1,17,10,2,3,2,0,0,0.14,1,0,0.14,0.18,+0.04,4,
5309,森雄利,B1,長崎,22,132,3.07,164,,,,,,,,,,,32,0.0,41,2.4,35,0.0,-0.9,7,4,1,0,2,0,0,0.15,1,0,0.15,0.18,+0.03,21,
3507,藤井徹,B1,大阪,55,67,4.30,164,,,,,,,,,,,39,2.6,40,2.5,7,0.0,-2.0,11,8,2,0,1,0,0,0.20,0,0,0.20,,,0,
4431,石塚裕介,B1,三重,40,100,4.86,164,,,,,,,,,,,33,9.1,29,3.4,33,3.0,1.8,26,12,4,3,5,1,1,0.17,2,0,0.16,0.22,+0.05,25,慎重型
4425,大井清貴,B1,山口,40,100,4.68,164,,,,,,○,,,,,31,0.0,32,3.1,28,0.0,-4.4,17,11,3,0,2,1,0,0.18,1,0,0.17,0.20,+0.03,60,
5118,野田なづ,A2,佐賀,26,125,6.05,164,,,,,○,,,,,,28,3.6,30,6.7,28,0.0,-3.7,22,12,1,4,3,2,0,0.18,1,0,0.18,0.17,-0.01,10,候補
5392,安武一也,B2,福岡,25,136,1.75,164,,,,,,,,,,○,26,0.0,33,0.0,119,0.0,0.0,0,0,0,0,0,0,0,0.18,0,1,0.18,0.18,-0.00,20,候補
4349,犬童千秋,B1,福岡,40,96,4.43,164,,,,,,,,,,,30,10.0,42,0.0,25,0.0,3.1,15,5,3,6,0,0,1,0.16,2,0,0.15,0.18,+0.03,34,
5336,瀬川大地,B1,山口,20,133,3.59,164,,,,,,,,,,,24,0.0,27,0.0,31,3.2,-1.3,6,4,1,1,0,0,0,0.16,1,0,0.16,0.20,+0.04,18,
5427,港理樹,B1,東京,24,137,3.05,164,,,,,,,,,,,14,0.0,22,0.0,130,0.8,,1,0,0,1,0,0,0,0.22,0,0,0.22,,,0,
5378,鈴木結平,B2,静岡,22,135,1.67,163,,,,,,,,,,○,25,0.0,43,0.0,91,0.0,-0.5,0,0,0,0,0,0,0,0.21,1,0,0.22,0.19,-0.02,43,候補
3932,池田浩美,B1,静岡,50,81,5.17,163,,,,,○,,,,,,29,10.3,27,11.1,32,0.0,2.6,29,11,3,7,5,3,0,0.17,0,0,0.17,,,0,
5140,吉田彩乃,B1,静岡,25,126,4.77,163,,,,,,,,,,,30,3.3,31,3.2,30,0.0,-1.3,14,7,1,3,3,0,0,0.18,0,0,0.18,,,0,
5070,中島航,B1,東京,32,124,4.21,163,,,,,,,,,,,31,12.9,28,0.0,26,0.0,5.1,13,7,0,4,1,1,0,0.20,1,0,0.18,0.23,+0.05,64,慎重型
4898,菊地敬介,B1,埼玉,34,117,4.40,163,,,,,,,,,,,26,3.8,32,0.0,49,4.1,-0.9,14,2,2,3,4,3,0,0.15,2,0,0.15,0.17,+0.02,33,
4567,上村慎太,B1,山口,38,105,4.38,163,,,,,,,,,,,30,0.0,32,0.0,20,0.0,-2.9,10,5,0,2,1,2,0,0.23,0,0,0.23,,,0,
