regno,course,n,r1,r2,r3
4590,1,62,41,11,5
4590,2,42,14,10,8
4590,5,43,5,7,10
4845,3,29,7,9,2
4845,1,41,28,6,3
4845,2,28,12,8,2
4845,5,25,3,8,3
4845,4,37,10,11,6
4845,6,23,2,4,6
3302,1,23,8,5,3
3302,2,26,5,6,4
3302,5,23,0,1,3
3302,3,23,7,1,4
3302,4,26,3,5,3
3302,6,19,0,3,1
5357,5,28,0,0,1
5357,6,63,0,1,1
5357,4,22,0,0,1
5357,3,16,0,0,0
5357,2,12,0,0,0
5357,1,11,0,1,0
4746,1,28,18,4,1
4746,5,22,1,0,10
4746,3,29,3,4,6
4746,2,26,4,6,6
4746,4,28,4,8,7
4746,6,27,0,2,2
4924,5,44,2,3,9
4924,2,42,1,10,6
4924,3,39,3,4,8
4924,4,37,1,5,6
4924,1,29,6,4,8
4924,6,24,0,1,0
4878,4,30,3,4,2
4878,5,26,0,3,3
4878,2,29,3,3,9
4878,1,24,6,7,5
4878,3,26,2,3,8
4878,6,18,0,1,1
5387,6,92,0,0,1
5387,5,27,0,1,0
5387,4,18,0,0,0
4183,2,35,5,7,6
4183,4,38,8,4,7
4183,3,34,4,6,1
4183,1,41,31,6,1
4183,6,39,1,1,4
4183,5,33,1,2,4
5287,3,33,0,3,5
5287,1,20,2,3,3
5287,5,32,0,2,5
5287,4,31,3,2,5
5287,2,34,1,3,4
5287,6,31,0,1,2
5182,4,25,2,1,5
5182,2,36,7,10,4
5182,3,36,3,6,6
5182,5,29,5,5,4
5182,1,29,9,8,2
5182,6,30,0,1,5
4882,5,24,0,3,2
4882,3,21,0,4,5
4882,2,22,1,4,3
4882,1,13,3,0,4
4882,4,14,1,2,3
4882,6,22,0,0,2
4501,5,45,4,4,7
4501,1,48,28,6,2
4501,3,44,8,10,7
4501,2,46,6,11,12
4501,6,37,0,2,4
4501,4,42,4,5,8
5155,6,33,1,4,9
5155,4,37,4,10,6
5155,1,34,15,8,7
5155,2,32,7,10,5
5155,3,39,7,11,10
5155,5,32,3,6,8
4694,2,36,6,4,10
4694,3,33,3,3,6
4694,4,36,2,7,8
4694,5,32,0,3,5
4694,1,27,9,6,2
4694,6,24,0,1,5
4791,2,39,6,11,8
4791,6,40,3,3,7
4791,4,32,3,7,7
4791,1,35,12,8,4
4791,3,40,6,13,7
4791,5,30,2,5,6
3878,5,31,2,2,3
3878,3,35,1,4,5
3878,2,36,3,7,7
3878,1,21,7,5,2
3878,4,32,4,0,4
3878,6,25,2,1,5
5301,5,31,1,4,5
5301,3,37,4,4,5
5301,2,34,3,8,6
5301,4,30,2,2,7
5301,1,29,17,5,0
5301,6,25,0,2,1
5279,1,33,19,7,2
5279,4,29,3,3,5
5279,6,26,1,3,2
5279,5,36,2,9,10
5279,2,40,10,3,10
5279,3,36,6,6,11
4898,2,29,3,9,4
4898,5,32,0,5,7
4898,3,26,3,6,3
4898,4,25,3,2,9
4898,1,22,4,4,4
4898,6,36,2,2,5
3445,6,26,1,0,7
3445,2,30,1,6,9
3445,5,35,2,4,11
3445,3,29,0,9,6
3445,1,30,12,8,4
3445,4,31,2,1,6
5208,5,33,0,3,4
5208,3,33,3,7,4
5208,1,25,8,4,2
5208,4,36,1,5,7
5208,6,26,1,0,3
5208,2,32,2,6,8
5128,3,29,5,5,6
5128,5,24,0,3,8
5128,2,25,3,3,4
5128,4,30,3,7,6
5128,6,24,0,1,1
5128,1,17,3,3,3
5308,4,36,2,2,9
5308,6,28,0,2,3
5308,3,35,5,4,8
5308,1,19,2,3,2
5308,2,37,3,11,4
5308,5,39,2,2,5
5170,5,31,1,3,4
5170,1,25,15,2,3
5170,4,28,0,4,8
5170,6,28,1,2,6
5170,3,37,3,6,12
5170,2,40,3,12,5
4068,4,36,2,2,13
4068,1,33,12,8,5
4068,2,39,3,8,10
4068,6,29,1,2,4
4068,3,37,1,8,10
4068,5,47,1,1,12
4232,2,38,5,6,6
4232,4,31,7,5,5
4232,1,27,8,4,5
4232,5,41,6,4,7
4232,6,30,0,2,4
4232,3,35,4,6,6
5023,3,33,5,5,10
5023,6,37,0,7,10
5023,2,36,5,8,8
5023,1,30,21,3,3
5023,5,31,3,6,7
5023,4,32,1,8,10
5245,1,24,9,5,3
5245,4,34,6,6,3
5245,2,33,5,8,2
5245,6,29,0,0,7
5245,3,33,3,5,8
5245,5,34,3,6,9
4624,2,43,9,15,8
4624,1,44,33,6,1
4624,3,40,10,14,11
4624,5,49,8,6,13
4624,4,34,10,9,3
4624,6,29,1,1,4
4181,1,22,7,4,4
4181,3,34,2,3,7
4181,4,31,1,1,7
4181,6,16,0,1,2
4181,5,41,0,0,2
4181,2,39,3,6,8
3548,3,48,6,11,15
3548,1,55,32,9,4
3548,6,35,0,3,8
3548,2,38,6,10,10
3548,5,52,5,9,5
3548,4,45,4,4,14
4995,4,38,0,8,4
4995,3,35,2,7,5
4995,5,36,0,3,4
4995,1,29,14,5,1
4995,2,36,6,7,11
4995,6,32,1,1,4
4957,6,35,0,3,2
4957,5,37,2,3,9
4957,3,40,6,10,7
4957,1,30,17,9,1
4957,2,41,8,8,12
4957,4,42,5,5,12
4380,5,31,2,2,2
4380,1,31,18,3,3
4380,2,38,1,7,4
4380,3,43,4,10,8
4380,6,31,1,1,3
4380,4,36,5,2,6
5016,2,38,13,7,7
5016,5,27,4,2,10
5016,4,33,8,4,13
5016,3,34,12,6,7
5016,1,50,37,6,2
5016,6,44,2,4,12
4552,4,40,8,8,6
4552,5,29,7,4,4
4552,1,33,20,5,3
4552,6,45,4,2,9
4552,3,35,4,6,7
4552,2,31,2,4,6
4815,5,19,1,3,5
4815,2,18,3,3,3
4815,4,23,2,1,6
4815,6,38,0,3,4
4815,3,24,1,8,4
4815,1,23,11,1,3
4752,3,34,2,6,4
4752,1,25,6,8,2
4752,4,44,3,4,9
4752,2,39,1,6,9
4752,5,34,1,4,8
4752,6,26,0,1,1
4861,1,30,18,6,1
4861,5,32,0,5,8
4861,2,42,6,12,7
4861,4,35,3,9,6
4861,3,36,2,8,11
4861,6,40,0,1,7
5236,6,48,0,0,10
5236,5,37,0,3,6
5236,4,42,5,4,5
5236,3,30,4,7,9
5236,2,29,0,6,6
5236,1,17,5,5,2
4124,2,36,11,11,4
4124,4,33,3,8,11
4124,3,41,8,15,6
4124,1,50,29,6,6
4124,5,39,4,3,13
4124,6,31,0,2,11
4587,3,42,11,4,8
4587,6,34,1,5,4
4587,5,35,5,7,5
4587,4,35,6,7,5
4587,2,37,6,17,4
4587,1,49,29,13,4
3834,6,25,0,3,2
3834,3,32,1,5,4
3834,2,31,2,3,4
3834,5,36,0,4,6
3834,1,26,10,8,1
3834,4,30,1,2,6
4792,4,27,3,2,5
4792,6,23,1,0,3
4792,2,27,2,5,4
4792,5,19,0,1,4
4792,1,24,9,8,1
4792,3,28,8,3,6
5103,1,16,4,2,1
5103,2,22,1,6,3
5103,5,23,0,3,7
5103,4,19,1,1,2
5103,6,35,1,1,2
5103,3,19,0,3,3
3990,5,40,3,2,7
3990,2,40,9,9,8
3990,6,28,0,1,2
3990,1,26,11,3,3
3990,3,35,3,5,9
3990,4,36,1,6,3
4535,6,43,2,8,12
4535,5,25,5,5,5
4535,4,30,6,8,7
4535,1,48,32,7,5
4535,2,25,5,8,7
4535,3,28,4,13,3
4097,1,18,1,2,4
4097,5,38,1,4,7
4097,4,24,0,4,2
4097,2,25,0,4,4
4097,6,23,0,1,3
4097,3,36,1,5,7
4797,2,37,10,13,5
4797,4,34,7,9,8
4797,6,37,2,6,8
4797,1,35,27,2,2
4797,3,33,9,7,6
4797,5,36,3,10,10
4084,4,41,7,6,12
4084,3,45,5,13,16
4084,5,46,5,9,13
4084,2,43,4,17,7
4084,1,58,40,10,2
4084,6,43,2,6,5
4458,2,47,7,16,8
4458,6,27,1,1,3
4458,3,32,6,8,5
4458,4,35,2,2,8
4458,1,29,12,8,1
4458,5,43,2,5,8
3517,5,29,0,9,8
3517,1,32,16,7,7
3517,3,46,6,8,7
3517,4,50,9,6,8
3517,2,35,4,14,7
3517,6,13,0,2,2
4420,1,48,23,8,9
4420,4,54,8,10,11
4420,5,48,3,7,11
4420,2,49,3,17,13
4420,3,49,6,13,10
4420,6,34,0,3,2
4581,6,40,1,3,5
4581,4,51,5,5,14
4581,1,56,37,9,5
4581,3,49,11,10,7
4581,2,42,11,19,5
4581,5,38,4,11,6
3869,4,33,0,4,5
3869,3,30,0,5,11
3869,2,39,2,6,5
3869,5,38,1,1,7
3869,1,23,9,7,2
3869,6,22,0,0,2
5183,3,32,1,6,5
5183,1,30,13,6,3
5183,5,35,2,6,9
5183,2,37,2,9,9
5183,6,34,0,3,4
5183,4,32,4,5,7
5252,3,33,8,11,6
5252,6,31,4,2,7
5252,2,38,6,6,14
5252,1,37,19,8,4
5252,5,33,1,5,6
5252,4,31,6,7,9
4163,3,50,6,13,11
4163,4,45,7,9,9
4163,2,44,3,13,13
4163,1,59,38,9,4
4163,6,33,0,0,1
4163,5,47,1,7,11
5092,4,45,10,6,7
5092,2,32,10,4,6
5092,5,32,2,10,9
5092,6,33,2,4,10
5092,1,42,29,5,0
5092,3,36,10,8,3
3385,3,38,2,13,10
3385,6,28,1,3,6
3385,1,39,21,6,1
3385,4,37,2,7,7
3385,2,32,5,10,7
3385,5,36,3,5,11
4331,1,40,30,4,2
4331,4,44,6,7,7
4331,3,33,2,9,12
4331,6,22,0,1,3
4331,5,43,3,3,8
4331,2,37,8,12,8
3892,2,36,5,10,9
3892,4,34,0,4,10
3892,6,25,0,1,1
3892,1,31,19,5,3
3892,3,35,1,7,16
3892,5,39,2,4,7
4152,1,31,12,10,2
4152,5,35,3,6,3
4152,4,26,5,7,5
4152,3,31,7,7,1
4152,6,25,0,2,2
4152,2,36,5,7,8
4526,2,29,5,12,3
4526,6,26,0,1,5
4526,1,32,20,6,3
4526,5,37,3,4,6
4526,3,31,6,6,7
4526,4,30,3,5,8
4258,4,35,2,6,4
4258,6,31,0,2,5
4258,2,33,5,6,5
4258,1,30,12,9,3
4258,5,35,1,5,2
4258,3,34,2,12,5
4695,5,37,4,3,4
4695,3,34,2,9,7
4695,6,30,2,0,4
4695,4,37,5,6,7
4695,1,29,14,6,2
4695,2,35,2,11,5
4175,5,31,2,7,6
4175,6,26,1,4,3
4175,3,31,3,12,5
4175,2,28,1,10,2
4175,1,35,25,4,2
4175,4,37,4,5,9
5126,6,39,1,5,10
5126,3,42,11,14,4
5126,1,49,32,6,4
5126,5,35,5,4,11
5126,4,42,16,10,8
5126,2,39,5,10,7
5075,4,51,15,7,8
5075,1,50,21,9,10
5075,5,39,6,7,13
5075,3,50,7,8,14
5075,6,40,2,5,10
5075,2,50,5,16,14
4196,3,36,1,11,3
4196,6,33,1,0,3
4196,5,40,1,0,4
4196,2,42,4,8,4
4196,1,27,8,6,5
4196,4,42,3,11,6
4895,1,27,12,5,3
4895,2,33,6,4,4
4895,3,37,5,5,10
4895,6,25,1,2,6
4895,5,35,1,2,11
4895,4,32,4,5,8
4171,3,45,10,9,10
4171,6,46,1,8,11
4171,4,40,3,9,7
4171,2,43,6,18,9
4171,1,61,44,6,3
4171,5,38,1,4,9
4159,1,55,33,16,1
4159,5,49,2,7,13
4159,3,47,7,17,4
4159,4,40,2,7,10
4159,6,33,1,3,2
4159,2,46,8,15,11
4960,4,45,18,16,2
4960,2,39,10,13,7
4960,1,59,49,7,1
4960,3,49,12,11,13
4960,5,43,10,11,6
4960,6,33,3,6,8
3566,2,39,3,9,12
3566,5,36,0,5,3
3566,4,38,2,7,8
3566,3,39,5,7,11
3566,1,29,14,4,5
3566,6,23,0,1,5
4273,5,37,1,6,6
4273,2,38,5,8,9
4273,6,39,0,2,4
4273,4,32,0,6,9
4273,1,33,15,5,4
4273,3,38,6,9,8
4540,5,27,0,4,5
4540,3,32,3,6,11
4540,1,38,19,7,4
4540,4,33,4,2,9
4540,2,28,4,9,5
4540,6,36,0,1,10
4061,6,45,4,3,11
4061,2,44,6,16,10
4061,5,45,5,11,11
4061,1,55,40,8,2
4061,4,42,2,10,14
4061,3,42,14,6,6
4348,1,47,23,11,5
4348,3,39,3,13,7
4348,6,40,1,5,8
4348,4,45,1,12,12
4348,5,37,0,9,8
4348,2,40,6,16,9
4382,3,37,1,6,9
4382,5,39,3,1,5
4382,2,40,2,11,8
4382,4,45,2,5,16
4382,1,25,7,8,1
4382,6,24,0,1,4
4423,1,32,19,6,1
4423,6,39,1,2,8
4423,2,39,6,12,7
4423,4,47,9,9,11
4423,5,38,1,5,7
4423,3,35,2,8,7
4962,5,41,4,4,11
4962,6,31,1,2,6
4962,2,39,2,15,7
4962,1,47,31,5,4
4962,4,38,3,4,12
4962,3,41,6,10,12
4753,2,18,3,7,1
4753,6,25,0,2,3
4753,5,17,0,2,3
4753,1,18,8,3,1
4753,3,16,1,6,1
4753,4,19,1,2,2
4202,3,41,1,10,7
4202,5,36,1,2,8
4202,6,32,0,1,4
4202,1,30,12,6,4
4202,2,33,1,8,7
4202,4,32,1,6,6
4959,2,49,10,13,6
4959,4,45,8,12,10
4959,5,43,6,9,9
4959,3,43,7,17,8
4959,1,54,43,6,2
4959,6,38,0,7,6
4702,1,45,30,8,1
4702,5,31,8,4,7
4702,3,32,11,7,6
4702,6,38,2,8,9
4702,4,34,7,9,6
4702,2,33,6,11,3
4012,3,42,9,9,6
4012,4,46,9,12,4
4012,5,35,3,8,6
4012,1,43,27,7,5
4012,2,40,12,3,8
4012,6,19,1,0,5
4156,5,38,1,5,9
4156,3,52,7,10,14
4156,4,48,8,6,7
4156,1,47,21,10,8
4156,2,33,4,12,7
4156,6,31,1,1,7
5091,4,21,3,2,8
5091,5,25,5,4,5
5091,2,22,4,7,2
5091,6,27,2,2,6
5091,1,24,19,3,0
5091,3,27,7,3,7
5000,1,25,12,8,4
5000,4,30,1,3,3
5000,3,39,2,7,5
5000,5,37,2,3,4
5000,6,32,1,2,5
5000,2,32,2,5,6
4557,2,27,2,5,5
4557,6,38,1,0,5
4557,1,31,12,7,3
4557,4,28,2,3,8
4557,5,31,1,1,5
4557,3,29,0,5,8
4263,5,37,1,6,6
4263,3,33,4,9,7
4263,6,38,0,3,0
4263,2,34,7,8,7
4263,1,39,26,6,1
4263,4,33,1,5,8
5002,2,43,9,14,10
5002,3,35,4,8,13
5002,4,34,4,6,9
5002,5,37,4,2,10
5002,6,39,0,2,9
5002,1,48,29,9,1
4234,3,30,3,8,6
4234,2,31,2,11,8
4234,4,34,1,4,10
4234,6,24,0,0,1
4234,1,23,11,7,2
4234,5,29,0,1,5
5022,2,31,2,7,5
5022,5,40,1,5,4
5022,1,20,5,6,0
5022,4,29,3,5,3
5022,3,30,0,3,6
5022,6,23,0,2,1
4865,5,14,0,0,2
4865,3,23,0,7,3
4865,2,23,1,3,5
4865,6,21,1,1,5
4865,4,16,1,1,5
4865,1,16,9,1,2
4779,6,25,0,3,4
4779,3,34,1,6,11
4779,5,36,4,1,5
4779,1,27,12,7,3
4779,2,29,1,7,6
4779,4,36,2,5,11
5135,4,29,3,7,8
5135,1,40,22,6,3
5135,6,42,0,5,1
5135,2,27,5,7,6
5135,3,32,6,8,2
5135,5,32,2,2,6
5029,1,49,37,6,3
5029,4,47,13,10,8
5029,5,36,3,7,4
5029,2,39,10,10,8
5029,6,33,0,6,4
5029,3,43,8,9,9
5152,4,32,0,2,2
5152,1,19,3,7,2
5152,3,31,0,4,3
5152,2,33,3,7,7
5152,5,27,0,3,3
5152,6,19,0,0,1
4085,6,29,1,3,7
4085,5,25,2,4,9
4085,1,18,6,5,3
4085,4,24,1,5,4
4085,2,27,4,6,4
4085,3,24,2,5,6
4397,5,44,6,11,9
4397,4,50,8,13,10
4397,2,50,9,13,12
4397,1,59,46,4,5
4397,3,45,4,16,12
4397,6,25,1,5,2
3432,3,34,0,10,3
3432,6,27,0,2,5
3432,4,41,1,8,6
3432,1,28,7,6,6
3432,5,32,0,2,3
3432,2,36,6,8,6
5007,2,33,2,8,7
5007,5,36,0,6,7
5007,3,31,2,3,6
5007,6,33,1,3,4
5007,1,28,13,7,4
5007,4,33,2,6,7
4330,2,37,3,10,11
4330,1,47,31,7,5
4330,6,29,1,0,6
4330,3,44,8,15,6
4330,5,40,1,8,9
4330,4,40,7,7,11
4967,3,40,9,11,6
4967,6,29,1,5,8
4967,1,50,36,7,4
4967,2,37,4,8,10
4967,5,39,5,9,8
4967,4,43,9,10,11
4413,6,38,2,5,9
4413,3,50,6,12,13
4413,2,55,5,19,18
4413,5,37,1,3,9
4413,4,45,6,9,7
4413,1,56,33,7,9
4675,5,33,3,5,9
4675,6,26,2,5,3
4675,4,25,4,3,6
4675,2,28,2,10,4
4675,1,25,12,4,2
4675,3,26,4,2,7
4875,4,38,5,2,6
4875,5,32,1,5,10
4875,2,33,4,10,5
4875,6,27,0,2,1
4875,3,34,4,8,4
4875,1,32,11,6,5
5190,1,19,6,4,2
5190,6,28,1,2,0
5190,3,35,3,3,11
5190,5,32,3,2,3
5190,4,27,3,3,3
5190,2,27,2,6,8
5253,1,11,1,0,0
5253,5,16,0,0,2
5253,4,14,4,1,0
5253,3,12,2,0,0
5253,6,40,1,2,4
5253,2,17,1,3,4
3940,4,45,9,10,11
3940,6,39,2,6,8
3940,2,50,9,9,11
3940,1,66,39,19,3
3940,3,42,10,14,5
3940,5,44,3,8,11
4485,5,41,2,4,9
4485,3,42,3,10,8
4485,6,29,1,2,3
4485,1,38,13,12,4
4485,2,35,6,8,8
4485,4,41,4,7,9
5207,6,28,1,1,2
5207,1,19,11,3,3
5207,5,34,3,5,7
5207,3,32,6,6,6
5207,4,26,3,5,3
5207,2,31,2,4,5
3161,2,44,2,16,8
3161,1,41,10,12,7
3161,3,52,3,12,14
3161,4,42,1,10,10
3161,5,29,0,5,5
4039,3,42,1,14,5
4039,4,33,3,8,6
4039,1,43,19,12,4
4039,5,41,3,6,7
4039,6,42,0,2,7
4039,2,37,2,17,6
4083,3,45,14,13,8
4083,2,48,17,14,6
4083,1,57,47,8,0
4083,4,38,4,12,10
4083,5,53,9,13,13
4083,6,27,3,3,7
4406,1,26,13,6,1
4406,3,37,4,5,6
4406,2,31,5,5,6
4406,6,48,1,1,4
4406,4,34,1,4,4
4406,5,42,1,4,10
4311,4,45,6,10,13
4311,2,46,12,14,6
4311,3,53,12,12,12
4311,6,40,3,6,12
4311,5,38,3,8,10
4311,1,69,52,5,5
5054,6,27,2,3,7
5054,2,31,4,12,6
5054,1,37,29,2,3
5054,3,38,8,8,11
5054,4,49,6,14,9
5054,5,35,2,11,5
5359,2,33,5,4,5
5359,1,22,7,4,2
5359,5,31,2,2,6
5359,6,27,0,2,5
5359,4,30,2,3,3
5359,3,30,5,3,3
4256,2,41,7,10,13
4256,5,39,2,10,11
4256,3,41,4,14,13
4256,4,35,8,11,11
4256,1,51,36,11,2
4256,6,38,2,8,9
4093,4,33,2,3,4
4093,5,42,0,1,5
4093,6,21,0,1,1
4093,1,31,10,3,7
4093,3,35,2,9,8
4093,2,36,2,9,8
4384,5,37,1,7,15
4384,1,61,39,14,5
4384,2,40,3,17,8
4384,4,43,7,6,15
4384,6,36,1,2,6
4384,3,43,10,8,15
5382,6,59,1,1,5
5382,5,40,1,0,5
5382,4,35,1,3,2
5382,3,7,0,0,1
2878,1,39,17,5,6
2878,5,39,0,6,7
2878,2,37,5,8,14
2878,3,41,5,8,10
2878,4,39,4,13,6
2878,6,14,1,2,1
3590,3,48,7,14,9
3590,1,60,41,6,4
3590,2,40,9,12,9
3590,6,36,1,4,9
3590,5,38,7,7,9
3590,4,47,6,13,8
4180,1,35,20,5,5
4180,3,44,5,9,12
4180,2,32,7,7,7
4180,4,37,4,5,7
4180,6,29,0,0,7
4180,5,41,3,3,8
4393,6,32,0,0,4
4393,4,34,1,2,7
4393,5,32,0,2,4
4393,1,23,11,3,3
4393,2,38,2,5,9
4393,3,35,1,6,3
5004,4,37,3,7,7
5004,5,38,2,5,5
5004,1,31,18,5,4
5004,2,43,5,14,13
5004,6,34,1,1,7
5004,3,39,7,8,8
4424,3,50,7,10,10
4424,6,42,0,4,11
4424,4,45,3,6,14
4424,2,46,8,14,9
4424,1,56,43,3,4
4424,5,41,4,7,6
4100,4,41,8,9,9
4100,6,27,0,0,4
4100,2,40,2,12,8
4100,5,36,1,6,6
4100,1,29,17,2,5
4100,3,38,3,5,7
4598,5,37,5,5,5
4598,3,36,9,11,7
4598,6,41,2,2,4
4598,1,43,23,11,1
4598,2,42,6,14,5
4598,4,37,3,10,8
4059,3,31,3,5,10
4059,4,39,8,6,5
4059,2,33,4,9,6
4059,1,35,15,8,3
4059,6,36,1,5,4
4059,5,36,4,3,6
4401,6,32,0,2,6
4401,4,39,6,7,7
4401,3,33,4,5,8
4401,1,42,28,7,3
4401,2,34,3,9,4
4401,5,33,2,4,4
3915,3,44,4,7,17
3915,4,40,3,7,12
3915,5,44,6,5,8
3915,6,39,0,3,5
3915,2,44,7,14,10
3915,1,51,34,7,4
3872,6,36,0,4,4
3872,5,31,4,7,4
3872,4,39,6,9,5
3872,1,55,33,4,8
3872,2,37,3,11,10
3872,3,41,3,7,12
4081,2,36,3,6,10
4081,3,45,4,6,9
4081,6,34,1,1,2
4081,4,42,2,2,10
4081,1,33,10,9,7
4081,5,36,1,2,3
4908,3,41,8,8,11
4908,6,29,3,5,6
4908,4,43,6,12,9
4908,2,38,9,9,8
4908,1,53,46,6,0
4908,5,33,1,3,9
5042,3,40,10,8,8
5042,1,51,35,7,4
5042,4,52,8,9,16
5042,2,43,9,13,5
5042,6,26,0,2,5
5042,5,41,7,6,11
4754,5,38,6,9,7
4754,2,32,6,12,5
4754,6,33,1,3,8
4754,4,40,7,6,9
4754,1,45,32,2,2
4754,3,39,4,13,4
4715,4,29,4,7,4
4715,1,37,22,3,4
4715,6,34,1,4,9
4715,2,26,13,2,6
4715,5,27,5,2,7
4715,3,27,5,7,6
3825,1,23,9,4,1
3825,6,36,2,1,1
3825,4,31,3,0,3
3825,5,22,2,1,3
3825,2,28,1,3,1
3825,3,30,3,1,2
4396,2,35,2,11,9
4396,5,39,1,2,8
4396,1,40,16,11,5
4396,3,41,4,9,7
4396,6,30,1,1,8
4396,4,43,2,7,13
4625,3,33,2,7,5
4625,5,35,1,3,5
4625,2,32,5,5,5
4625,1,24,14,3,1
4625,6,30,2,3,2
4625,4,28,6,3,2
3797,4,43,0,1,11
3797,5,39,0,6,3
3797,2,38,2,5,3
3797,3,42,2,5,12
3797,1,29,5,8,2
3797,6,29,0,0,4
4102,4,43,11,7,9
4102,1,48,38,6,1
4102,2,38,12,10,3
4102,6,44,2,7,10
4102,3,46,8,13,10
4102,5,47,6,10,7
4884,3,23,4,4,5
4884,5,24,1,2,5
4884,2,23,5,5,2
4884,1,29,18,5,4
4884,6,18,0,1,2
4884,4,22,0,4,5
4164,5,35,0,4,5
4164,2,30,0,4,11
4164,4,30,0,4,7
4164,3,37,3,5,5
4164,1,25,4,3,6
4164,6,18,0,1,1
4374,6,25,0,2,4
4374,2,40,7,9,8
4374,5,40,0,3,6
4374,3,41,2,6,8
4374,1,27,12,5,5
4374,4,36,5,7,5
3401,1,28,13,2,4
3401,3,39,2,9,3
3401,5,34,2,3,6
3401,6,30,0,1,2
3401,4,36,1,7,5
3401,2,40,2,8,9
4274,2,29,2,7,6
4274,5,32,3,2,9
4274,3,40,2,7,8
4274,1,27,11,6,2
4274,4,34,2,5,9
4274,6,31,0,1,2
4532,4,42,8,11,8
4532,1,56,39,10,2
4532,6,24,2,4,3
4532,3,38,8,15,5
4532,2,48,11,19,9
4532,5,32,3,8,7
5048,5,34,4,6,4
5048,4,21,4,3,5
5048,6,72,0,7,12
5048,1,20,9,2,3
5048,2,18,0,4,5
5048,3,16,5,2,3
3635,6,46,1,1,8
3635,3,34,4,9,7
3635,5,36,1,4,5
3635,1,35,15,13,2
3635,4,32,1,8,6
3635,2,35,3,9,10
4558,3,35,2,4,4
4558,4,30,0,3,4
4558,5,35,1,4,4
4558,2,29,1,8,4
4558,6,28,0,1,2
4558,1,22,9,5,3
3568,1,30,13,9,2
3568,5,28,1,1,2
3568,4,40,6,7,5
3568,2,38,3,5,7
3568,3,36,3,4,7
3568,6,18,0,1,0
5020,2,30,5,6,7
5020,4,34,4,5,3
5020,5,27,0,4,5
5020,3,27,1,3,5
5020,6,31,0,0,4
5020,1,21,9,1,5
5028,2,45,12,19,7
5028,6,32,0,4,4
5028,1,56,44,7,3
5028,5,40,2,7,12
5028,4,40,6,10,8
5028,3,35,10,6,5
4611,3,45,9,10,6
4611,6,33,5,2,5
4611,1,47,38,3,2
4611,2,42,12,12,8
4611,4,44,1,15,5
4611,5,35,1,4,9
4000,5,49,1,2,13
4000,3,55,9,17,7
4000,1,63,40,15,4
4000,4,43,4,7,11
4000,2,44,4,18,7
4000,6,38,1,3,13
4821,4,36,6,10,7
4821,2,41,6,6,5
4821,3,34,6,6,9
4821,6,34,3,4,1
4821,1,28,9,8,3
4821,5,41,5,5,7
4836,1,27,13,2,4
4836,4,29,3,3,7
4836,6,36,2,3,4
4836,3,28,2,3,6
4836,2,35,9,7,3
4836,5,26,1,3,2
4364,1,55,39,10,3
4364,4,39,10,5,10
4364,5,44,5,7,8
4364,3,38,8,9,6
4364,2,41,9,12,7
4364,6,32,2,6,6
3875,3,35,1,5,6
3875,4,46,1,10,6
3875,5,38,1,3,4
3875,2,34,2,10,8
3875,1,29,18,3,1
3875,6,27,0,2,2
4796,2,39,10,11,9
4796,6,40,2,3,6
4796,1,52,39,6,3
4796,3,38,9,8,8
4796,4,30,7,8,6
4796,5,43,2,8,10
5104,4,32,6,9,3
5104,3,28,4,7,5
5104,5,32,1,2,11
5104,1,33,20,5,2
5104,6,23,2,0,3
5104,2,29,11,8,3
4909,6,34,0,2,3
4909,1,30,15,6,3
4909,3,26,7,3,3
4909,4,28,2,7,2
4909,2,37,4,11,6
4909,5,30,1,3,6
5285,5,29,2,1,1
5285,3,36,1,2,6
5285,4,29,1,1,3
5285,2,29,0,3,2
5285,6,35,0,1,5
5285,1,26,5,5,2
4416,1,33,9,10,3
4416,4,42,9,5,8
4416,2,32,5,11,6
4416,6,37,0,0,3
4416,3,41,7,7,9
4416,5,34,3,2,9
4464,6,30,0,3,5
4464,2,38,5,16,8
4464,4,40,5,10,13
4464,1,34,19,5,6
4464,3,35,6,10,8
4464,5,36,3,5,11
4288,5,45,7,11,9
4288,3,37,6,8,10
4288,1,74,53,12,3
4288,6,37,4,3,13
4288,2,53,16,16,8
4288,4,43,12,16,4
3362,2,87,12,27,9
3362,3,59,4,11,8
3362,4,35,3,6,2
3362,1,41,20,7,8
3641,1,48,27,10,4
3641,4,54,10,10,9
3641,6,28,0,4,5
3641,3,44,10,7,7
3641,5,45,6,4,12
3641,2,50,6,20,9
4058,5,34,0,8,10
4058,4,55,0,16,19
4058,3,52,6,18,6
4058,2,42,5,17,9
4058,6,32,0,2,4
4058,1,58,33,12,9
4545,2,40,10,14,9
4545,1,58,50,2,0
4545,6,44,3,6,12
4545,5,35,7,7,5
4545,3,34,8,11,8
4545,4,39,5,10,10
5129,6,33,0,4,5
5129,4,35,7,8,8
5129,2,33,5,9,5
5129,1,34,17,6,4
5129,3,34,6,7,7
5129,5,34,2,3,8
4370,1,67,43,8,3
4370,2,41,11,13,5
4370,6,31,2,4,1
4370,4,41,8,6,10
4370,5,30,6,4,8
4370,3,49,13,15,6
4991,2,46,5,12,14
4991,3,40,8,10,10
4991,5,40,5,5,10
4991,4,36,4,10,6
4991,1,45,31,9,3
4991,6,29,0,2,7
4499,6,23,1,1,4
4499,2,31,6,9,5
4499,5,36,0,2,6
4499,1,24,14,3,2
4499,4,25,5,4,6
4499,3,36,5,10,9
